,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
3593,2017051139420,6-Jul-17,4/3/2017 0:00,DAL,Dallas Love Field,Virgin America,Passenger Property Loss,Checked Baggage,Other,-,In Review
3594,2017051139420,6-Jun-17,6/4/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Cameras,-,In Review
3595,2017051139420,7-Aug-17,7/7/2017 0:00,DAL,Dallas Love Field,Virgin America,Passenger Property Loss,Checked Baggage,Home Decor,-,In Review
3596,2017051139420,7-Feb-17,1/15/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00,Settle
3597,2017051139420,7-Jun-17,5/30/2017 22:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Food & Drink,-,In Review
3598,2017051139420,8-Jun-17,5/12/2017 7:00,DAL,Dallas Love Field,Not Provided,Passenger Property Loss,Checkpoint,Computer & Accessories,-,Received
3599,2017051139420,8-Nov-17,6/20/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,-,-,In Review
3600,2017051139420,9-Feb-17,2/3/2017 17:30,DAL,Dallas Love Field,-,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
3601,2017051139420,9-May-17,5/3/2017 8:20,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
3602,2017051139420,9-May-17,4/24/2017 13:40,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,-,In Review
3603,2017051139420,10-Nov-17,11/7/2017 7:50,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
3604,2017051139420,10-Oct-17,10/9/2017 0:00,DAL,Dallas Love Field,Not Provided,Property Damage,Checkpoint,Personal Accessories,-,In Review
3605,2017051139420,10-Oct-17,5/21/2017 0:00,DAL,Dallas Love Field,Delta Air Lines,Property Damage,Checkpoint,Clothing,$64.41,Approve in Full
3606,2017051139420,12-Aug-17,7/22/2017 6:10,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
3607,2017051139420,13-Jun-17,5/29/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
3608,2017051139420,13-Mar-17,3/12/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,*Insufficient
3609,2017051139420,13-Oct-17,10/8/2017 22:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories; Cosmetics & Grooming; Other; Sporting Equipment & Supplies,-,In Review
3610,2017051139420,13-Sep-17,8/24/2017 10:45,DAL,Dallas Love Field,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
3611,2017051139420,14-Jun-17,5/20/2017 13:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
3612,2017051139420,14-Jun-17,5/21/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming; Other,-,In Review
3613,2017051139420,15-Nov-17,11/8/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,-,In Review
3614,2017051139420,15-Nov-17,10/22/2017 0:00,DAL,Dallas Love Field,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3615,2017051139420,15-Nov-17,11/5/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,-,*Insufficient
3616,2017051139420,16-Aug-17,8/13/2017 0:00,DAL,Dallas Love Field,Virgin America,Property Damage,Checked Baggage,Home Decor,-,In Review
3617,2017051139420,16-Jun-17,5/22/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,-,In Review
3618,2017051139420,18-Mar-17,2/24/2017 15:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,$938.16,Settle
3619,2017051139420,19-Apr-17,3/21/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,-,-,In Review
3620,2017051139420,19-May-17,4/3/2017 0:00,DAL,Dallas Love Field,Virgin America,Passenger Property Loss,Checked Baggage,Other,-,In Review
3621,2017051139420,19-Sep-17,8/28/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Toys & Games,-,In Review
3622,2017051139420,20-Feb-17,1/13/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
3623,2017051139420,20-Jul-17,7/16/2017 0:00,DAL,Dallas Love Field,Not Provided,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,-,In Review
3624,2017051139420,20-Jun-17,4/28/2017 13:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
3625,2017051139420,20-Nov-17,10/22/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3626,2017051139420,21-Nov-17,10/29/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
3627,2017051139420,21-Nov-17,4/19/2017 0:00,DAL,Dallas Love Field,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
3628,2017051139420,22-Aug-17,7/10/2017 5:35,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3629,2017051139420,22-Nov-17,10/11/2017 10:15,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
3630,2017051139420,22-Nov-17,11/4/2017 7:55,DAL,Dallas Love Field,Air Canada,Passenger Property Loss,Checkpoint,Incidentals,-,In Review
3631,2017051139420,25-Aug-17,8/24/2017 0:00,DAL,Dallas Love Field,Delta Air Lines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
3632,2017051139420,25-Jul-17,6/13/2017 22:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Medical/Science,-,In Review
3633,2017051139420,26-Sep-17,9/8/2017 10:30,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Household Items,-,In Review
3634,2017051139420,26-Sep-17,9/13/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
3635,2017051139420,27-Dec-17,12/22/2017 17:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
3636,2017051139420,27-Nov-17,10/31/2017 18:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
3637,2017051139420,27-Nov-17,11/12/2017 16:30,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
3638,2017051139420,27-Nov-17,11/7/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
3639,2017051139420,27-Sep-17,8/30/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,-,In Review
3640,2017051139420,29-Sep-17,9/25/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,-,In Review
3641,2017051139420,30-May-17,1/9/2017 0:00,DAL,Dallas Love Field,Southwest Airlines,Personal Injury,Checkpoint,Medical/Science,$0.00,Deny
3642,2017051139420,31-Oct-17,10/5/2017 7:05,DAL,Dallas Love Field,-,Personal Injury,Checkpoint,Other,-,Closed: Canceled
3644,2017120545733,5-Dec-17,2/25/2017 0:00,DAY,James M. Cox Dayton International,-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,*Insufficient
3646,2017101244285,8-Sep-17,8/27/2017 0:00,DAY,James M. Cox Dayton International,UAL,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3648,2017072741917,22-Jun-17,6/2/2017 0:00,DAY,James M. Cox Dayton International,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00,Deny
3650,2017061240472,26-Apr-17,3/31/2017 0:00,DAY,James M. Cox Dayton International,American Airlines,Property Damage,Checked Baggage,Medical/Science,-,In Review
3652,2017042738984,28-Feb-17,2/25/2017 0:00,DAY,James M. Cox Dayton International,Delta Air Lines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00,Deny
3654,2017091242939,28-Jul-17,7/5/2017 0:00,DAY,James M. Cox Dayton International,UAL,Property Damage,Checked Baggage,Medical/Science,-,In Review
3655,2017091242939,10-Jul-17,7/5/2017 0:00,DBQ,Dubuque Regional,Not Provided,Property Damage,Checked Baggage,Travel Accessories,-,In Review
3656,2017091242939,17-Nov-17,10/12/2017 7:00,DBQ,Dubuque Regional,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
3657,2017091242939,21-Aug-17,7/28/2017 0:00,DBQ,Dubuque Regional,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3660,2017052439920,1-May-17,4/27/2017 19:30,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,$100.00,Approve in Full
3663,2017042739055,2-Mar-17,2/15/2017 8:30,DCA,National Airport,American Airlines,Passenger Property Loss,Checkpoint,-,-,In Review
3666,2017102544660,2-Oct-17,10/1/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
3669,2017061440674,3-May-17,4/26/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3672,2017122846360,4-Dec-17,11/9/2017 0:00,DCA,National Airport,Alaska Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
3675,2017102644726,4-Oct-17,9/4/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
3678,2017102444647,4-Oct-17,9/30/2017 12:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,*Insufficient
3681,2017060640295,5-Apr-17,3/30/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
3684,2017040538406,5-Apr-17,3/30/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras; Jewelry & Watches,$0.00,Deny
3687,2017083142581,5-Jul-17,6/19/2017 0:00,DCA,National Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3690,2017070741280,5-Jun-17,4/27/2017 10:29,DCA,National Airport,American Airlines,Property Damage,Checkpoint,Personal Accessories,-,In Review
3693,2017122746312,6-Dec-17,11/17/2017 0:00,DCA,National Airport,Delta Air Lines,Property Damage,Checked Baggage,"Books, Magazines & Other",-,In Review
3696,2017072441780,6-Jun-17,6/5/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
3699,2017072741946,6-Jun-17,4/4/2017 0:00,DCA,National Airport,-,Passenger Property Loss,Checkpoint,Toys & Games,$20.00,Approve in Full
3702,2017110845061,6-Oct-17,8/21/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
3705,2017050539244,7-Mar-17,2/1/2017 0:00,DCA,National Airport,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
3708,2017100544074,7-Sep-17,5/25/2017 0:00,DCA,National Airport,Jet Blue,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,In Review
3711,2017060840353,8-Jun-17,4/6/2017 0:00,DCA,National Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
3714,2017090842777,8-Sep-17,5/14/2017 0:00,DCA,National Airport,Alaska Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
3717,2017101144266,8-Sep-17,3/12/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3720,2017092143415,9-Aug-17,8/7/2017 21:00,DCA,National Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3723,2017092743596,9-Aug-17,6/1/2017 0:00,DCA,National Airport,Jet Blue,Property Damage,Checked Baggage,Household Items,-,In Review
3726,2017021537532,9-Jan-17,1/8/2017 0:00,DCA,National Airport,Jet Blue,Property Damage,Checkpoint,Other,$42.40,Approve in Full
3729,2017030237801,9-Jan-17,1/3/2017 8:00,DCA,National Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Travel Accessories,$20.00,Approve in Full
3732,2017041438583,10-Feb-17,1/3/2017 7:15,DCA,National Airport,Frontier Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3735,2017022237667,10-Jan-17,1/7/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
3738,2017082442424,10-Jul-17,6/30/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
3741,2017051139432,10-Mar-17,3/9/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3744,2017062641001,11-Apr-17,3/17/2017 0:00,DCA,National Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
3747,2017103144945,11-Oct-17,10/10/2017 0:00,DCA,National Airport,Virgin America,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
3750,2017103144949,11-Oct-17,7/14/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
3753,2017090142678,12-Jul-17,6/12/2017 20:00,DCA,National Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3756,2017071241480,12-Jun-17,3/25/2017 0:00,DCA,National Airport,Alaska Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
3759,2017071341500,12-Jun-17,6/11/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,$52.95,Settle
3762,2017101244333,12-Oct-17,9/17/2017 0:00,DCA,National Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,-,In Review
3765,2017110745020,12-Oct-17,9/24/2017 7:00,DCA,National Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
3768,2017053140054,13-Apr-17,3/8/2017 16:30,DCA,National Airport,American Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,In Review
3771,2017071341541,13-Jul-17,4/15/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3774,2017042638940,14-Feb-17,1/21/2017 0:00,DCA,National Airport,Frontier Airlines,Property Damage,Checked Baggage,-,-,In Review
3777,2017082342407,14-Jul-17,7/13/2017 0:00,DCA,National Airport,-,Passenger Property Loss,Checkpoint,Currency; Personal Documents,-,*Insufficient
3780,2017061440686,14-Jun-17,4/19/2017 0:00,DCA,National Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
3783,2017071841628,14-Jun-17,5/23/2017 12:00,DCA,National Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Personal Documents,-,In Review
3786,2017061440616,14-May-17,5/14/2017 0:00,DCA,National Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,-,*Insufficient
3789,2017111445107,14-Nov-17,9/27/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3792,2017112545396,14-Nov-17,11/3/2017 9:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
3795,2017092143452,15-Aug-17,4/16/2017 10:00,DCA,National Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
3798,2017061540715,15-Jun-17,5/18/2017 16:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00,Deny
3801,2017112845498,15-Nov-17,10/14/2017 10:00,DCA,National Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
3804,2017092143476,16-Aug-17,7/30/2017 0:00,DCA,National Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3807,2017050839282,16-Mar-17,2/28/2017 0:00,DCA,National Airport,UAL,Property Damage,Checked Baggage,Food & Drink,$13.24,Approve in Full
3810,2017111445167,16-Oct-17,10/16/2017 0:00,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
3813,2017052539950,17-Apr-17,4/12/2017 0:00,DCA,National Airport,-,Property Damage,-,Computer & Accessories,-,In Review
3816,2017070641235,17-May-17,4/21/2017 0:00,DCA,National Airport,UAL,Passenger Property Loss,Checked Baggage,-,-,In Review
3819,2017113045669,17-Nov-17,11/16/2017 0:00,DCA,National Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
3822,2017092843645,18-Aug-17,8/14/2017 4:45,DCA,National Airport,-,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
3825,2017051839732,18-May-17,3/26/2017 17:50,DCA,National Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,$37.89,Approve in Full
3828,2017050939311,19-Apr-17,4/5/2017 0:00,DCA,National Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
3831,2017030837899,19-Jan-17,1/2/2017 15:20,DCA,National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
3834,2017073141997,19-Jun-17,4/30/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checkpoint,Personal Accessories,$521.75,Approve in Full
3837,2017120745800,19-Nov-17,11/17/2017 0:00,DCA,National Airport,UAL,-,Checkpoint,Personal Electronics,-,In Review
3840,2017111445086,19-Oct-17,10/17/2017 8:30,DCA,National Airport,Jet Blue,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
3843,2017111445104,19-Oct-17,9/4/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,Closed: Canceled
3846,2017111945241,20-Oct-17,10/8/2017 14:00,DCA,National Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
3849,2017102644804,20-Sep-17,8/20/2017 0:00,DCA,National Airport,American Airlines,Property Damage,Checkpoint,Clothing,-,In Review
3852,2017060940417,21-Apr-17,1/20/2017 19:31,DCA,National Airport,Jet Blue,Passenger Property Loss,Checkpoint,Automobile Parts & Accessories; Baggage/Cases/Purses; Currency,-,In Review
3855,2017060740345,21-Apr-17,4/20/2017 10:45,DCA,National Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,-,*Insufficient
3858,2017053140048,21-Apr-17,2/20/2017 0:00,DCA,National Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Household Items; Jewelry & Watches,$35.00,Approve in Full
